"subject_code","topic","stem","choice_a","choice_b","choice_c","choice_d","correct","explanation","difficulty"
"AUD","Auditing in an IT Environment","An auditor reviews controls that govern who may log in to the financial reporting system and what data each user may access. These controls are best classified as:","General controls over access security","Application input edit checks","Application output controls","Application processing controls","A","Logical access security restricting user authentication and authorization is a general IT control affecting the whole environment, not an application-specific edit check.","1"
"AUD","Auditing in an IT Environment","A payroll program rejects any entry where the hours-worked field contains alphabetic characters. This is an example of which application control?","A limit or reasonableness check","A check digit","A field or format check","A hash total","C","A field/format (data type) check tests whether the content of a field is the correct type, here numeric, rejecting alphabetic input.","1"
"AUD","Auditing in an IT Environment","A system flags any single sales order exceeding P500,000 for supervisory approval before processing. This edit is a:","Validity check","Limit or reasonableness check","Check digit","Control total","B","A limit/reasonableness check tests whether an amount falls within a predetermined boundary; orders above the P500,000 ceiling are flagged.","1"
"AUD","Auditing in an IT Environment","Before posting a batch of 200 invoices, the clerk compares the manually computed sum of all invoice amounts with the total the system computed after entry. This procedure relies on a:","Check digit","Validity check","Field check","Control total","D","A control total reconciles a pre-computed batch monetary total to the system-generated total to detect omitted or altered records during input/processing.","1"
"AUD","Auditing in an IT Environment","An extra digit appended to a customer account number is mathematically derived from the other digits so the system can detect transposition errors at entry. This control is a:","Hash total","Check digit","Limit check","Completeness check","B","A check digit is a redundant digit computed from the account number itself, allowing the system to detect mis-keyed or transposed identifiers on input.","1"
"AUD","Auditing in an IT Environment","An entity totals the otherwise meaningless employee ID numbers in a batch purely to confirm no records were lost in processing. The resulting figure is a:","Hash total","Control total","Check digit","Record count","A","A hash total sums a field that has no intrinsic monetary meaning solely to verify completeness of processing; it is not used for any other purpose.","1"
"AUD","Auditing in an IT Environment","An entity has weak general controls over program changes. The MOST appropriate audit response is to:","Rely fully on application controls since they operate automatically","Issue an adverse opinion on internal control","Ignore IT and audit only manual controls","Increase substantive testing because application controls cannot be relied upon throughout the period","D","Weak general controls undermine the consistent operation of automated application controls all period, so the auditor reduces reliance on those controls and expands substantive procedures.","2"
"AUD","Auditing in an IT Environment","Auditing through the computer is preferable to auditing around the computer when:","Source documents and detailed printed outputs are readily available","The volume of transactions is very low","Transactions are processed by complex logic and leave little visible audit trail","Input and output can be reconciled manually with ease","C","Auditing around the computer ignores processing and tests only inputs against outputs; it is inadequate when complex logic and a thin audit trail make the processing itself a key risk.","2"
"AUD","Auditing in an IT Environment","An auditor processes a set of fictitious transactions, including deliberately invalid ones, through the clients live application to verify that programmed controls reject errors. This CAAT is:","Parallel simulation","Generalized audit software","Test data","An embedded audit module","C","The test data technique submits auditor-prepared valid and invalid transactions through the entitys program to observe whether programmed controls function as expected.","2"
"AUD","Auditing in an IT Environment","An auditor builds an independent program that reprocesses the clients actual transaction data and compares its output to the output of the clients system. This describes:","Test data","Parallel simulation","An integrated test facility","A hash total","B","Parallel simulation runs the entitys real data through an auditor-controlled program and compares results, testing whether the clients processing is correct.","2"
"AUD","Auditing in an IT Environment","A dummy department is established within the live system so the auditors test transactions process alongside real ones without affecting actual records. This technique is:","Parallel simulation","Generalized audit software","Test data run in a separate copy","An integrated test facility","D","An integrated test facility (ITF) seeds fictitious entities into the production system so auditor test data flows through normal processing and is later reversed.","3"
"AUD","Auditing in an IT Environment","An auditor wants to scan an entire 2,000,000-record receivables file to recompute aging, identify balances over the credit limit, and select a sample. The most efficient tool is:","Generalized audit software","Test data","An integrated test facility","An embedded audit module","A","Generalized audit software reads client files directly to perform recalculations, exception identification, stratification, and sampling across large data volumes.","2"
"AUD","Auditing in an IT Environment","Code inserted into the clients application that continuously captures transactions meeting auditor-defined criteria into a log for later review is best described as:","Parallel simulation","An embedded audit module","Test data","A check digit routine","B","Embedded audit modules are auditor-specified routines built into the application that flag and capture transactions of audit interest as they are processed in real time.","3"
"AUD","Auditing in an IT Environment","In a highly automated environment, the traditional segregation between authorization, recording, and custody is often compromised because:","Manual signatures are required at every step","Printed audit trails are always maintained indefinitely","Each transaction is reviewed by three separate clerks","One IT function may initiate, process, and update records without manual intervention","D","Automation concentrates incompatible functions; a single program or IT employee with broad access can perform tasks that would otherwise be segregated, raising control risk.","2"
"AUD","Auditing in an IT Environment","Which characteristic distinguishes online real-time processing from batch processing for audit purposes?","Master files are updated immediately as each transaction is entered","Transactions are accumulated and processed periodically in groups","A printed control total is always generated before processing","No edit checks are possible at the point of entry","A","In online real-time (OLRT) systems each transaction updates the master file immediately, so there is no batch grouping and the audit trail differs from batch systems.","2"
"AUD","Auditing in an IT Environment","An IT control prevents a programmer who writes application code from also having access to move that code into the live production environment. This is a general control over:","Application input validity","Application output distribution","Program change and segregation of incompatible IT duties","Reasonableness of processing","C","Separating development from the ability to migrate code to production is a general control preventing unauthorized program changes, a core IT segregation-of-duties safeguard.","2"
"AUD","Auditing in an IT Environment","A bank captures every ATM withdrawal and updates the depositors balance the instant the transaction occurs, with no batching. To test completeness of recorded withdrawals, an auditor would find MOST useful:","An embedded audit module logging transactions as they process","A monthly batch control total","Floor-to-sheet test counts","A check digit on the account number","A","In a real-time system with no batches, an embedded audit module capturing transactions as they occur provides ongoing evidence about the completeness of processing.","3"
"AUD","Substantive Tests: Cash, Receivables & Inventories","An auditor sends a standard bank confirmation primarily to obtain evidence about the existence of cash and to:","Confirm the entitys credit rating","Verify the reasonableness of interest income","Identify loans, guarantees, and other arrangements with the bank","Establish the banks own solvency","C","The standard bank confirmation corroborates deposit balances and also elicits information about loans, lines of credit, contingent liabilities, and other arrangements with the bank.","1"
"AUD","Substantive Tests: Cash, Receivables & Inventories","A cutoff bank statement obtained directly by the auditor is used MAINLY to:","Confirm the bank balance as of the next year-end","Verify reconciling items on the year-end bank reconciliation cleared properly afterward","Test the existence of receivables","Recompute interest expense on bank loans","B","A cutoff statement covering the period after year-end lets the auditor trace outstanding checks and deposits in transit to ensure reconciling items were genuine and cleared timely.","1"
"AUD","Substantive Tests: Cash, Receivables & Inventories","Per the bank statement the balance is P480,000. Deposits in transit are P60,000 and outstanding checks are P95,000. The bank erroneously charged the entity P10,000 for another customers check. The correct adjusted bank balance is:","P435,000","P425,000","P445,000","P455,000","D","Adjusted bank balance = 480,000 + 60,000 deposits in transit - 95,000 outstanding checks + 10,000 bank error to be corrected = P455,000.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","The books show cash of P312,000. A P25,000 NSF check and P3,000 of bank service charges have not yet been recorded, and the entity omitted a P40,000 note collected by the bank on its behalf. The adjusted book balance is:","P284,000","P324,000","P380,000","P300,000","B","Adjusted book balance = 312,000 - 25,000 NSF - 3,000 service charge + 40,000 note collected by bank = P324,000.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","An interbank transfer schedule shows a check deposited in Bank B and recorded on the books on Dec 30, but disbursed from and recorded as a deduction in Bank A only on Jan 3. This pattern indicates:","Kiting, which overstates cash at year-end","A legitimate transfer with no misstatement","Lapping of receivables","Window dressing of payables","A","When the deposit is recorded before year-end but the disbursement is recorded after, the same cash is counted in both banks at year-end, overstating cash; this is kiting.","3"
"AUD","Substantive Tests: Cash, Receivables & Inventories","On an interbank transfer schedule, the auditor sees a transfer where both the disbursement (Bank A) and the receipt (Bank B) were recorded on the books on December 31 and cleared the banks in early January. This transfer:","Is clear evidence of kiting","Proves lapping has occurred","Must be reversed as a misstatement","Is properly recorded and does not constitute kiting","D","Because the book disbursement and book receipt are recorded in the same period, cash is not double-counted; recording on the same date is the hallmark of a proper, non-kiting transfer.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","A cashier conceals a shortage by applying todays collection from Customer X to yesterdays unrecorded collection from Customer Y, and so on. The control MOST likely to detect this is:","Reperforming the bank reconciliation only","Counting petty cash","Independent confirmation of receivables and comparison of remittance details to postings","Vouching purchase orders","C","Lapping is detected by confirming customer balances and comparing dates and amounts on remittances to the recorded postings, since the thief must continually delay postings.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","A proof of cash for one month reconciles four elements simultaneously. These are:","Only beginning and ending balances","Receipts and outstanding checks only","Beginning balance, receipts, disbursements, and ending balance","Deposits in transit and NSF checks only","C","A proof of cash (four-column reconciliation) reconciles the bank and book figures for the opening balance, the periods receipts, the periods disbursements, and the ending balance.","1"
"AUD","Substantive Tests: Cash, Receivables & Inventories","Just before year-end management delays recording valid purchases and accelerates recording of customer collections to present a stronger current ratio. This is best described as:","Kiting","Window dressing","Lapping","A Type 1 subsequent event","B","Window dressing is the manipulation of period-end balances to make liquidity or financial position appear better than the underlying reality.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","Negative confirmation requests for accounts receivable are appropriate when, among other conditions:","Control risk is high and individual balances are large","The auditor expects many disputed balances","Recipients are unlikely to read the request","Control risk is low, balances are numerous and small, and a low exception rate is expected","D","Negative confirmations, where the customer responds only if disagreeing, suit large populations of small balances with low assessed risk and an expectation that recipients will act on them.","1"
"AUD","Substantive Tests: Cash, Receivables & Inventories","A positive accounts-receivable confirmation is returned undelivered and a second request also fails. The BEST alternative procedure is to:","Examine subsequent cash receipts and supporting shipping documents for the balance","Conclude the balance is fairly stated with no further work","Send a negative confirmation instead","Write off the balance immediately","A","For non-responses, the auditor performs alternative procedures, principally vouching subsequent collections and inspecting shipping documents and invoices, to establish existence.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","A customer responds to a confirmation that it owes P150,000, but the entitys ledger shows P180,000. Investigation reveals the entity recorded a December 30 shipment that the customer received January 4 under FOB destination terms. The receivable is overstated by:","P150,000","P30,000","P180,000","P0","B","Under FOB destination, title passes on receipt; the January 4 receipt means the December 30 sale and its P30,000 receivable should not have been recorded at year-end.","3"
"AUD","Substantive Tests: Cash, Receivables & Inventories","An entity recorded P200,000 of sales for goods shipped FOB shipping point on December 31 that the customer received January 5. Regarding the year-end financial statements, this sale was:","Recorded one period too early and must be reversed","An understatement of receivables","A consignment that should be excluded","Properly recorded as a year-end sale and receivable","D","Under FOB shipping point, title transfers when goods leave the seller; a December 31 shipment is correctly a current-period sale and receivable even if received in January.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","When testing the reasonableness of the allowance for doubtful accounts, an auditor MOST directly evaluates the:","Aging of receivables and historical and current collection experience","Physical existence of inventory","Validity of program change controls","Bank reconciliation reconciling items","A","Allowance adequacy is assessed by examining the aging schedule, historical loss rates, subsequent collections, and current economic and customer-specific conditions.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","An auditors attendance at the physical inventory count is required when inventory is material and attendance is practicable. If attendance is impracticable, the auditor should:","Always issue a disclaimer of opinion","Omit any inventory procedures","Perform alternative procedures, such as inspecting documentation of subsequent sales of specific items counted","Rely solely on managements representation","C","When attendance is impracticable, the auditor performs alternative procedures to obtain sufficient evidence about existence and condition; only if none are possible is the opinion modified.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","An auditor selects items listed on the inventory compilation sheets and traces each to the goods on the warehouse floor. This sheet-to-floor direction primarily tests:","Existence of recorded inventory","Completeness of inventory","Net realizable value","Proper cutoff of purchases","A","Tracing from the records (sheets) to the physical goods (floor) tests whether recorded items actually exist; the reverse direction tests completeness.","1"
"AUD","Substantive Tests: Cash, Receivables & Inventories","To detect inventory on hand that was never recorded, the auditor should make test counts on the floor and trace them to the inventory sheets. This floor-to-sheet direction tests:","Existence of inventory","Valuation at the lower of cost and NRV","Completeness of inventory","Rights and obligations","C","Tracing from physical goods (floor) to the records (sheets) detects unrecorded items, addressing the completeness assertion.","1"
"AUD","Substantive Tests: Cash, Receivables & Inventories","Goods held by the entity on consignment from a supplier were mistakenly counted in the year-end physical inventory. The effect is that inventory and the related liability or cost figures are:","Understated, because consignment goods belong to the entity","Overstated, because consigned-in goods are not the entitys asset","Correctly stated","Irrelevant to the financial statements","B","Goods held on consignment belong to the consignor; including them overstates the consignees inventory and must be excluded from the count.","1"
"AUD","Substantive Tests: Cash, Receivables & Inventories","A units cost is P500 but its estimated selling price is P560 with estimated costs to complete and sell of P90. Under lower of cost and NRV, the unit should be carried at:","P500","P560","P560 less P500","P470","D","NRV = selling price 560 - costs to complete and sell 90 = 470, which is below cost of 500, so the inventory is written down to P470.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","Some of the entitys inventory is stored in a public warehouse operated by a third party. In addition to confirming with the custodian, when amounts are significant the auditor should consider:","Relying only on the custodians confirmation regardless of amount","Performing additional procedures such as observing or arranging a physical count at the warehouse","Excluding the goods from inventory entirely","Issuing a qualified opinion automatically","B","Direct confirmation with the holder is the basic procedure, but when third-party inventory is significant the auditor obtains further evidence by observation, a count, or reviewing the warehouses controls.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","Physical inventory was counted on December 7, one week before the December 31 year-end. To audit the year-end balance, the auditor performs a roll-forward, which means:","Reconciling the count date balance to year-end by adding purchases and deducting sales for the interval","Counting again on the last day of the year","Rolling the balance back to the prior year-end","Ignoring transactions between count date and year-end","A","A roll-forward updates the physical count taken before year-end to the balance-sheet date by accounting for intervening purchases, sales, and other movements.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","On December 31 the entity received goods (FOB shipping point) and included them in the physical count, but the related purchase invoice was not recorded until January. The immediate effect before correction is:","Inventory is overstated and payables are correct","Both inventory and payables are overstated","Net income is understated","Inventory is correct but accounts payable and purchases are understated","D","The goods belong in year-end inventory under FOB shipping point, so counting them is right; failing to record the payable understates liabilities and purchases.","3"
"AUD","Substantive Tests: Cash, Receivables & Inventories","An entity excluded from its count P120,000 of its own goods that were out on consignment with a dealer at year-end. The correct treatment is that the entity should:","Leave them excluded because the dealer holds them","Record them as a sale","Add the P120,000 to inventory because consigned-out goods remain its asset until sold","Treat them as the dealers inventory","C","Goods out on consignment remain the consignors inventory until the consignee sells them; excluding them understates the entitys inventory and they must be added back.","2"
"AUD","Substantive Tests: Cash, Receivables & Inventories","A positive confirmation reply states the customer paid in full before year-end, yet the entity still shows a P75,000 balance for that customer. Assuming the payment was valid and uncredited, receivables are:","Understated by P75,000","Correctly stated","Overstated by P75,000, suggesting a possible lapping or posting error","Overstated by the full ledger total","C","A valid payment not credited to the customers account means the receivable should be lower; the P75,000 overstatement warrants investigation, including for lapping.","3"
"AUD","Substantive Tests: Cash, Receivables & Inventories","An entity holds undeposited collections of P30,000 at year-end and records them as cash. To verify these are not fictitious, the auditor would MOST appropriately:","Send a bank confirmation only","Perform a surprise cash count and trace the items to subsequent deposit on the cutoff statement","Confirm receivables","Recompute depreciation","B","Counting undeposited cash and tracing it to the next deposit per the cutoff statement establishes that the funds existed and were genuinely deposited.","2"
"AUD","Substantive Tests: PPE, Investments & Intangibles","To establish that current-period additions to machinery actually occurred and belong to the entity, the auditor would primarily:","Confirm the additions with customers","Trace the additions to the production budget","Recompute the allowance for doubtful accounts","Vouch additions to supporting invoices, contracts, and evidence of payment","D","Vouching recorded additions to vendor invoices, purchase contracts, and proof of payment tests occurrence, valuation, and rights for PPE acquisitions.","1"
"AUD","Substantive Tests: PPE, Investments & Intangibles","An auditor scans the repairs-and-maintenance expense account looking for large or unusual items. The primary purpose is to detect:","Capitalizable expenditures that were improperly expensed, affecting completeness of PPE","Unrecorded liabilities to suppliers","Fictitious sales transactions","Errors in the bank reconciliation","A","Reviewing repairs and maintenance for items that should have been capitalized addresses the completeness of PPE and the proper classification between asset and expense.","2"
"AUD","Substantive Tests: PPE, Investments & Intangibles","The audit procedure that BEST addresses the search for unrecorded retirements of equipment is to:","Vouch all additions to invoices","Inspect the plant for assets no longer present and trace major additions that replaced old assets","Confirm equipment with the manufacturer","Recompute depreciation on remaining assets","B","Touring the facility for missing assets, examining records of replacements, and reviewing disposal documentation help detect retirements that were never recorded.","2"
"AUD","Substantive Tests: PPE, Investments & Intangibles","Equipment costing P800,000 with no residual value is depreciated straight-line over 8 years. After exactly 3 full years, the accumulated depreciation should be:","P100,000","P500,000","P266,667","P300,000","D","Annual depreciation = 800,000 / 8 = 100,000; after 3 years accumulated depreciation = 100,000 x 3 = P300,000.","2"
"AUD","Substantive Tests: PPE, Investments & Intangibles","A building costing P5,000,000 with a P500,000 residual value and a 20-year life is depreciated straight-line. The annual depreciation the auditor should expect is:","P225,000","P250,000","P275,000","P200,000","A","Depreciable base = 5,000,000 - 500,000 = 4,500,000; annual depreciation = 4,500,000 / 20 = P225,000.","2"
"AUD","Substantive Tests: PPE, Investments & Intangibles","Interest incurred on funds borrowed specifically to construct a qualifying asset during its construction period should be:","Expensed immediately in all cases","Recorded as a prepaid asset","Capitalized as part of the cost of the asset","Deducted from equity","C","Borrowing costs directly attributable to acquiring or constructing a qualifying asset are capitalized during the construction period under the borrowing-cost standard.","2"
"AUD","Substantive Tests: PPE, Investments & Intangibles","The entity capitalized P900,000 of interest on a warehouse during the year. P600,000 of the interest related to the active construction period and P300,000 related to a period after the asset was substantially complete and ready for use. The overstatement of capitalized cost is:","P300,000","P600,000","P900,000","P0","A","Capitalization ceases when the asset is substantially complete and ready for use; the P300,000 of post-completion interest should have been expensed, overstating the asset by P300,000.","3"
